node_id,disciplina_estrategica,disciplina,materia,conteudo,subunidade,descricao_curta,tamanho_pedagogico,expected_contacts_min,expected_contacts_target,cadencia_base,frequencia_base,peso_recorrencia,peso_estrategico,tipo_no,free_mode,ativo,observacoes
BIO_055,Natureza,Biologia,Botanica,Fisiologia vegetal,Nutricao e conducao vegetal,Interpretar absorcao conducao seiva e nutricao vegetal com mais clareza,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da fisiologia vegetal.
BIO_056,Natureza,Biologia,Botanica,Fisiologia vegetal,Transpiracao e fitormonios,Relacionar transpiracao vegetal e regulacao por fitormonios,medio,3,5,4d,alta,1.0,1.1,content,true,true,Fecha a camada funcional vegetal com foco regulatorio.
BIO_057,Natureza,Biologia,Biologia Molecular,Expressao genetica,Transcricao e traducao,Relacionar expressao genetica e etapas da sintese proteica,medio,3,5,3d,alta,1.2,1.3,content,true,true,Desdobra a passagem entre codigo genetico e proteina.
BIO_058,Natureza,Biologia,Nucleo e Divisao Celular,Divisao celular,Meiose e variabilidade genetica,Relacionar meiose recombinacao e variabilidade genetica,medio,3,5,3d,alta,1.2,1.3,content,true,true,Fecha a ponte entre divisao celular reproducao e genetica.
BIO_059,Natureza,Biologia,Fisiologia Animal,Manutencao do organismo,Sistema respiratorio e trocas gasosas,Interpretar ventilacao hematose e transporte de gases,medio,3,5,4d,alta,1.2,1.3,content,true,true,Desdobra a manutencao fisiologica antes de excrecao e osmorregulacao.
BIO_060,Natureza,Biologia,Fisiologia Animal,Manutencao do organismo,Imunologia e saude,Relacionar defesa vacinas soros e resposta imunologica,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a camada de saude e defesa do organismo.
BIO_061,Natureza,Biologia,Bioenergetica,Metabolismo energetico,Fermentacao e metabolismo anaerobio,Relacionar fermentacao balanco energetico e contextos anaerobios,medio,3,5,3d,alta,1.1,1.2,content,true,true,Desdobra a bioenergetica antes da comparacao com fotossintese.
GEO_001,Humanas,Geografia,Astronomia e Cartografia,Movimentos da Terra,Movimentos da Terra,Relacionar rotacao translacao e seus efeitos geograficos basicos,pequeno,2,4,2d,media,0.9,1.0,content,true,true,Entrada da astronomia geografica.
GEO_002,Humanas,Geografia,Astronomia e Cartografia,Orientacao espacial,Orientacoes e coordenadas geograficas,Interpretar latitude longitude orientacao e localizacao na superficie,medio,3,5,2d,media,1.0,1.1,content,true,true,Base para cartografia e posicao geografica.
GEO_003,Humanas,Geografia,Astronomia e Cartografia,Cartografia,Escala cartografica,Interpretar escala e proporcionalidade em mapas,medio,3,5,2d,media,1.0,1.1,content,true,true,Primeiro degrau operacional da cartografia.
GEO_004,Humanas,Geografia,Astronomia e Cartografia,Cartografia,Projecoes cartograficas,Comparar projecoes e distorcoes cartograficas,medio,3,5,2d,media,1.0,1.1,content,true,true,Complementa a leitura tecnica de mapas.
GEO_005,Humanas,Geografia,Astronomia e Cartografia,Posicao e tempo,Fusos horarios e posicao geografica do Brasil,Aplicar fusos horarios e localizar o Brasil no espaco geografico,medio,3,5,2d,media,1.0,1.1,content,true,true,Fecha a camada inicial de astronomia e cartografia.
GEO_006,Humanas,Geografia,Astronomia e Cartografia,Representacao espacial,Mapas tematicos e sensoriamento remoto,Interpretar mapas tematicos imagens e leitura espacial aplicada,medio,3,5,3d,media,1.0,1.1,content,true,true,Ponte entre cartografia e leitura territorial.
GEO_007,Humanas,Geografia,Atmosfera,Clima e atmosfera,Camadas da atmosfera e fatores do clima,Relacionar estrutura atmosferica e fatores que controlam o clima,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da climatologia.
GEO_008,Humanas,Geografia,Atmosfera,Clima e atmosfera,Elementos do clima e fenomenos atmosfericos,Interpretar temperatura pressao umidade e fenomenos atmosfericos,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a base da atmosfera.
GEO_009,Humanas,Geografia,Atmosfera,Clima e atmosfera,Climas do Brasil e massas de ar,Relacionar climas do Brasil e a atuacao das massas de ar,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a trilha inicial de climatologia brasileira.
GEO_010,Humanas,Geografia,Geologia,Relevo e estrutura terrestre,Estrutura interna da Terra e agentes endogenos,Interpretar estrutura terrestre e dinamicas internas do relevo,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada geologica mais ampla.
GEO_011,Humanas,Geografia,Geologia,Superficie terrestre,Intemperismo solo erosao e ciclo das rochas,Relacionar modelagem do relevo solo erosao e rochas,medio,3,5,3d,media,1.0,1.1,content,true,true,Complementa a leitura geologica da superficie.
GEO_012,Humanas,Geografia,Hidrografia,Agua e bacias,Ciclo da agua oceanos mares e bacias hidrograficas,Interpretar distribuicao da agua e organizacao hidrografica,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da hidrografia.
GEO_013,Humanas,Geografia,Hidrografia,Agua no Brasil,Hidrografia do Brasil e consumo da agua,Relacionar bacias brasileiras uso e disponibilidade de agua,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada hidrografica inicial.
GEO_014,Humanas,Geografia,Biosfera,Paisagens naturais,Biomas mundiais,Comparar biomas em escala global e sua distribuicao natural,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada integrada da biosfera mundial.
GEO_015,Humanas,Geografia,Demografia,Dinamica populacional,Crescimento populacional teorias demograficas e transicao demografica,Relacionar crescimento populacional teorias demograficas e transicao demografica,medio,3,5,3d,alta,1.2,1.2,content,true,true,Primeiro recorte forte de demografia.
GEO_016,Humanas,Geografia,Demografia,Populacao e indicadores,Indicadores sociais PEA e leitura socioeconomica,Interpretar indicadores sociais trabalho e leitura socioeconomica da populacao,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada de leitura demografica aplicada.
GEO_017,Humanas,Geografia,Espaco agrario e urbano,Urbanizacao e problemas urbanos,Urbanizacao rede urbana e problemas urbanos,Relacionar crescimento urbano e problemas socioespaciais,medio,3,5,3d,alta,1.1,1.2,content,true,true,Ponte entre populacao e cidade.
GEO_018,Humanas,Geografia,Espaco agrario e urbano,Geografia agraria,Agricultura e estrutura fundiaria do Brasil,Interpretar uso da terra agricultura e concentracao fundiaria,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada do espaco agrario.
GEO_019,Humanas,Geografia,Espaco economico,Industria e energia,Industria e fontes de energia,Relacionar industrializacao energia e organizacao produtiva do territorio,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte da geografia economica.
GEO_020,Humanas,Geografia,Geografia economica,Capitalismo e globalizacao,Fases do capitalismo e globalizacao,Relacionar capitalismo globalizacao e reorganizacao produtiva,medio,3,5,4d,alta,1.1,1.2,content,true,true,Entrada conceitual da geografia economica global.
GEO_021,Humanas,Geografia,Geopolitica,Blocos e conflitos,Geopolitica blocos economicos e ordem mundial,Interpretar blocos economicos conflitos e reorganizacao do poder global,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a camada geopolítica geral.
GEO_022,Humanas,Geografia,Espacos mundiais,Regioes e potencias,America Europa Africa Asia e Oriente Medio,Comparar espacos regionais e potencias geoeconomicas mais cobradas,medio,3,5,4d,alta,1.1,1.2,content,true,true,No integrador dos recortes regionais mundiais.
HGE_001,Humanas,Historia Geral,Antiguidade Oriental,Origens historicas,Pre-historia,Relacionar sedentarizacao revolucao agricola e marcos iniciais da historia humana,medio,3,5,3d,alta,1.0,1.1,content,true,true,Entrada ampla da historia geral.
HGE_002,Humanas,Historia Geral,Antiguidade Classica,Grecia,Grecia antiga,Interpretar polis democracia filosofia e legado grego,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte da Antiguidade Classica.
HGE_003,Humanas,Historia Geral,Antiguidade Classica,Roma,Roma antiga,Relacionar republica imperio romanizacao e crise do mundo romano,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada classica inicial.
HGE_004,Humanas,Historia Geral,Idade Media,Mundos medievais,Imperios Bizantino e Islamico,Comparar Bizancio Islam e formacao do mundo medieval,medio,3,5,3d,media,1.0,1.1,content,true,true,Ponte entre Antiguidade e Idade Media.
HGE_005,Humanas,Historia Geral,Idade Media,Feudalismo,Alta Idade Media,Interpretar formacao do feudalismo e sociedade medieval inicial,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da sociedade feudal.
HGE_006,Humanas,Historia Geral,Idade Media,Transformacoes medievais,Baixa Idade Media,Relacionar crise do feudalismo renascimento comercial e urbano,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada medieval.
HGE_007,Humanas,Historia Geral,Idade Moderna,Renascimento,Renascimento,Relacionar humanismo arte e mudancas culturais da modernidade europeia,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da modernidade europeia.
HGE_008,Humanas,Historia Geral,Idade Moderna,Expansao e colonizacao,Expansao maritima e colonizacao da America,Relacionar expansao ultramarina e colonizacao americana,medio,3,5,3d,alta,1.1,1.2,content,true,true,Ponte com a historia do Brasil.
HGE_009,Humanas,Historia Geral,Idade Moderna,Estados modernos,Mercantilismo e Absolutismo,Interpretar formacao do Estado moderno e praticas mercantilistas,medio,3,5,3d,alta,1.1,1.2,content,true,true,Base politica e economica da modernidade.
HGE_010,Humanas,Historia Geral,Idade Moderna,Ideias modernas,Iluminismo e Liberalismo,Relacionar pensamento iluminista e transformacoes politicas liberais,medio,3,5,3d,alta,1.2,1.2,content,true,true,No conceitual muito recorrente.
HGE_011,Humanas,Historia Geral,Idade Contemporanea,Revolucoes burguesas,Revolucao Industrial,Relacionar industrializacao e transformacoes sociais e economicas do mundo contemporaneo,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte forte da contemporaneidade.
HGE_012,Humanas,Historia Geral,Idade Contemporanea,Revolucoes burguesas,Revolucao Francesa,Relacionar ruptura revolucionaria e transformacoes politicas da Franca moderna,medio,3,5,3d,alta,1.2,1.2,content,true,true,Primeiro recorte da revolucao burguesa francesa.
HGE_013,Humanas,Historia Geral,Idade Contemporanea,Nacoes e imperios,Guerra de Secessao e unificacoes tardias,Relacionar nacionalismos formacao de Estados e reorganizacao politica do seculo XIX,medio,3,5,4d,alta,1.1,1.2,content,true,true,Entrada do mundo industrial imperialista.
HGE_014,Humanas,Historia Geral,Idade Contemporanea,Crises globais,Primeira Guerra Mundial,Relacionar guerra total alianças e crise da ordem liberal europeia,medio,3,5,4d,alta,1.2,1.2,content,true,true,Primeiro recorte das crises globais do seculo XX.
HGE_015,Humanas,Historia Geral,Idade Contemporanea,Crises globais,Periodo Entreguerras,Interpretar fascismo nazismo crise de 1929 e tensoes do entreguerras,medio,3,5,4d,alta,1.1,1.2,content,true,true,Ponte entre as guerras mundiais.
HGE_016,Humanas,Historia Geral,Idade Contemporanea,Crises globais,Segunda Guerra Mundial,Relacionar expansionismo conflito global e nova ordem do pos-guerra,medio,3,5,4d,alta,1.2,1.2,content,true,true,Fecha a camada das guerras mundiais.
HGE_017,Humanas,Historia Geral,Idade Contemporanea,Ordem bipolar,Guerra Fria,Interpretar bipolaridade descolonizacao e conflitos do mundo pos-1945,medio,3,5,4d,alta,1.2,1.2,content,true,true,Fecha a trilha principal de historia geral contemporanea.
HBR_001,Humanas,Historia do Brasil,Brasil Colonial,Formacao colonial,Chegada portuguesa e povos indigenas,Relacionar colonizacao inicial e populacoes originarias,medio,3,5,3d,alta,1.0,1.1,content,true,true,Entrada da historia do Brasil.
HBR_002,Humanas,Historia do Brasil,Brasil Colonial,Primeira colonizacao,Capitanias hereditarias e invasoes francesas,Interpretar organizacao territorial inicial e disputas coloniais,medio,3,5,3d,media,1.0,1.1,content,true,true,Primeiro recorte da ocupacao portuguesa.
HBR_003,Humanas,Historia do Brasil,Brasil Colonial,Economia colonial,Acucar e escravidao,Relacionar plantation escravidao e dinamica colonial,medio,3,5,3d,alta,1.1,1.2,content,true,true,No central do periodo colonial.
HBR_004,Humanas,Historia do Brasil,Brasil Colonial,Crises e disputas,Uniao Iberica e invasoes holandesas,Interpretar disputas coloniais e mudancas politicas do seculo XVII,medio,3,5,3d,media,1.0,1.1,content,true,true,Complementa o Brasil acucareiro.
HBR_005,Humanas,Historia do Brasil,Brasil Colonial,Interiorizacao e mineracao,Expansao territorial e mineracao,Relacionar interiorizacao bandeirismo e economia mineradora,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte da segunda fase colonial.
HBR_006,Humanas,Historia do Brasil,Brasil Colonial,Revoltas coloniais,Revoltas nativistas e emancipacionistas,Interpretar contestacoes coloniais e crise do sistema metropolitano,medio,3,5,3d,alta,1.0,1.1,content,true,true,Ponte para a independencia.
HBR_007,Humanas,Historia do Brasil,Brasil Colonial,Transicao politica,Periodo Joanino e Independencia,Relacionar transferencia da corte e ruptura politica com Portugal,medio,3,5,3d,alta,1.2,1.2,content,true,true,Fecha a transicao colonia-imperio.
HBR_008,Humanas,Historia do Brasil,Brasil Imperio,Primeiro Reinado,Primeiro Reinado,Interpretar consolidacao do Estado imperial e tensoes politicas iniciais,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada do Brasil Imperio.
HBR_009,Humanas,Historia do Brasil,Brasil Imperio,Regencia,Regencia,Relacionar descentralizacao revoltas e disputas politicas regenciais,medio,3,5,3d,alta,1.1,1.2,content,true,true,Ponte entre primeiro e segundo reinado.
HBR_010,Humanas,Historia do Brasil,Brasil Imperio,Segundo Reinado,Politica interna do Segundo Reinado,Interpretar parlamentarismo escravidao e organizacao politica do Segundo Reinado,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte do auge imperial.
HBR_011,Humanas,Historia do Brasil,Brasil Imperio,Crise do Imperio,Guerra do Paraguai crise do Imperio e Proclamacao da Republica,Relacionar politica externa crise monarquica e mudanca de regime,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a trilha do Imperio.
HBR_012,Humanas,Historia do Brasil,Brasil Republica,Republica Velha,Republica Oligarquica,Interpretar coronelismo politica dos governadores e economia cafeeira,medio,3,5,4d,alta,1.1,1.2,content,true,true,Entrada da republica brasileira.
HBR_013,Humanas,Historia do Brasil,Brasil Republica,Conflitos sociais,Canudos Contestado e cangaco,Relacionar conflitos rurais e resistencias sociais da Primeira Republica,medio,3,5,4d,alta,1.0,1.1,content,true,true,Primeiro recorte dos movimentos sociais republicanos.
HBR_014,Humanas,Historia do Brasil,Brasil Republica,Era Vargas,Governos Provisorio e Constitucional,Relacionar centralizacao trabalhismo e reorganizacao politica inicial do varguismo,medio,3,5,4d,alta,1.2,1.2,content,true,true,Primeiro recorte da era Vargas.
HBR_015,Humanas,Historia do Brasil,Brasil Republica,Republica Populista,Dutra Vargas e JK,Interpretar desenvolvimentismo e reorganizacao politica do pos-guerra brasileiro,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da Republica Populista.
HBR_016,Humanas,Historia do Brasil,Brasil Republica,Ditadura Militar,Ditadura Militar e abertura politica,Relacionar autoritarismo economia e transicao politica do regime militar,medio,3,5,4d,alta,1.2,1.2,content,true,true,No sintese da segunda metade do seculo XX brasileiro.
HBR_017,Humanas,Historia do Brasil,Brasil Republica,Nova Republica,Nova Republica,Interpretar redemocratizacao Constituicao de 1988 e governos recentes,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a trilha principal da historia do Brasil.
FIL_001,Humanas,Filosofia e Sociologia,Filosofia Antiga,Origens da filosofia,Surgimento da filosofia e Pre-Socraticos,Relacionar passagem do mito ao logos e cosmologias iniciais,medio,3,5,3d,media,0.9,1.0,content,true,true,Entrada da filosofia.
FIL_002,Humanas,Filosofia e Sociologia,Filosofia Antiga,Classicos gregos,Socrates e os Sofistas,Interpretar debate etico-politico e nascimento da reflexao moral na polis,medio,3,5,3d,alta,1.0,1.1,content,true,true,Primeiro recorte da filosofia classica.
FIL_003,Humanas,Filosofia e Sociologia,Filosofia Antiga e Medieval,Helenismo e patrística,Helenismo e Santo Agostinho,Relacionar filosofia helenistica e cristianizacao do pensamento,medio,3,5,3d,media,0.9,1.0,content,true,true,Ponte entre antiguidade e medievo.
FIL_004,Humanas,Filosofia e Sociologia,Filosofia Medieval,Escolastica,Tomas de Aquino e escolastica,Interpretar conciliacao entre fe razao e ordem medieval,medio,3,5,3d,media,0.9,1.0,content,true,true,Fecha a camada medieval.
FIL_005,Humanas,Filosofia e Sociologia,Filosofia Moderna,Estado moderno,Maquiavel Hobbes e formacao do Estado moderno,Relacionar poder soberania e razao de Estado,medio,3,5,3d,alta,1.0,1.1,content,true,true,Entrada da filosofia politica moderna.
FIL_006,Humanas,Filosofia e Sociologia,Filosofia Moderna,Racionalismo,Racionalismo moderno,Relacionar Descartes Pascal Espinoza e Leibniz na construcao da razao moderna,medio,3,5,3d,alta,1.0,1.1,content,true,true,Primeiro recorte epistemologico da modernidade.
FIL_007,Humanas,Filosofia e Sociologia,Filosofia Moderna,Ciencia moderna,Revolucao Cientifica,Relacionar ciencia moderna metodo e mudancas epistemologicas da modernidade,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da ciencia moderna.
FIL_008,Humanas,Filosofia e Sociologia,Filosofia Moderna e Contemporanea,Sistemas filosoficos,Kant,Interpretar razao critica moral e limites do conhecimento em Kant,medio,3,5,4d,alta,1.1,1.2,content,true,true,Ponte para o pensamento contemporaneo.
FIL_009,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Crises da modernidade,Positivismo Utilitarismo e Pragmatismo,Relacionar correntes que tensionam moral ciencia e utilidade social,medio,3,5,4d,media,1.0,1.1,content,true,true,Primeiro recorte contemporaneo.
FIL_010,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Sujeito e existencia,Fenomenologia e Existencialismo,Interpretar experiencia consciencia e existencia na filosofia contemporanea,medio,3,5,4d,media,1.0,1.1,content,true,true,Fecha a camada filosofica contemporanea inicial.
FIL_011,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Poder e racionalidade,Habermas e Foucault,Relacionar discurso poder comunicacao e critica das instituicoes modernas,medio,3,5,4d,media,1.0,1.1,content,true,true,No integrado dos autores contemporaneos finais.
FIL_012,Humanas,Filosofia e Sociologia,Sociologia,Fundamentos sociologicos,Teoria da sociologia,Interpretar conceitos sociologicos basicos e autores introdutorios da sociologia,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da sociologia no roadmap.
FIL_013,Humanas,Filosofia e Sociologia,Sociologia,Temas sociais,Cultura industria cultural e desigualdades,Relacionar cultura desigualdade e producao ideologica na vida social,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte tematico forte da sociologia.
FIL_014,Humanas,Filosofia e Sociologia,Sociologia,Trabalho e movimentos,Trabalho producao e movimentos sociais,Interpretar conflitos de classe trabalho e mobilizacao coletiva,medio,3,5,3d,alta,1.1,1.2,content,true,true,Ponte entre teoria social e atualidade.
FIL_015,Humanas,Filosofia e Sociologia,Sociologia,Estado e cidadania,Poder Estado e cidadania,Relacionar instituicoes formacao social e participacao politica,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a trilha sociopolitica principal.
FIL_016,Humanas,Filosofia e Sociologia,Sociologia,Atualidades e sociedade,Temas contemporaneos e outras ciencias sociais,Relacionar debates recentes e interfaces das ciencias sociais,medio,3,5,4d,media,1.0,1.1,content,true,true,Fecha a trilha de Humanas com foco contemporaneo.
GEO_023,Humanas,Geografia,Demografia,Dinamica populacional,Estrutura etaria e piramides populacionais,Interpretar composicao da populacao e piramides etarias,medio,3,5,3d,alta,1.1,1.2,content,true,true,Desdobra a leitura estrutural da populacao.
GEO_024,Humanas,Geografia,Demografia,Fluxos populacionais,Migracoes internas e internacionais,Relacionar fluxos migratorios e reorganizacao do espaco populacional,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada de mobilidade populacional.
FIL_017,Humanas,Filosofia e Sociologia,Filosofia Antiga,Classicos gregos,Platao e Aristoteles,Relacionar metafisica politica e etica na consolidacao da filosofia classica,medio,3,5,3d,alta,1.0,1.1,content,true,true,Fecha a filosofia antiga classica.
FIL_018,Humanas,Filosofia e Sociologia,Filosofia Moderna,Empirismo,Empirismo moderno,Relacionar Locke Berkeley e Hume na critica ao conhecimento e experiencia,medio,3,5,3d,alta,1.0,1.1,content,true,true,Complementa a epistemologia moderna.
FIL_019,Humanas,Filosofia e Sociologia,Filosofia Moderna,Iluminismo e contratualismo,Iluminismo e contratualismo,Relacionar direitos politica moderna e fundamentos do Estado liberal,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a modernidade filosofica inicial.
FIL_020,Humanas,Filosofia e Sociologia,Sociologia,Fundamentos sociologicos,Sociologia do Brasil,Relacionar formacao social brasileira e interpretacoes sociologicas do pais,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a entrada da sociologia com foco brasileiro.
FIL_021,Humanas,Filosofia e Sociologia,Sociologia,Estado e cidadania,Educacao e socializacao,Relacionar educacao socializacao e reproducao social nas ciencias sociais,medio,3,5,3d,alta,1.0,1.1,content,true,true,Desdobra a camada institucional antes de cidadania.
HGE_018,Humanas,Historia Geral,Antiguidade Oriental,Origens historicas,Egito Mesopotamia e povos orientais,Relacionar civilizacoes orientais antigas e suas organizacoes politicas e culturais,medio,3,5,3d,alta,1.0,1.1,content,true,true,Fecha a entrada da Antiguidade Oriental.
HGE_019,Humanas,Historia Geral,Idade Contemporanea,Revolucoes burguesas,Era Napoleonica e Congresso de Viena,Relacionar expansao napoleonica e reorganizacao conservadora da Europa,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a trilha inicial das revolucoes modernas.
HGE_020,Humanas,Historia Geral,Idade Contemporanea,Crises globais,Revolucao Russa,Relacionar crise do czarismo socialismo e formacao da URSS,medio,3,5,4d,alta,1.1,1.2,content,true,true,Complementa a leitura das crises globais.
HBR_018,Humanas,Historia do Brasil,Brasil Colonial,Interiorizacao e mineracao,Periodo pombalino,Relacionar reformas pombalinas e reordenacao da colonia portuguesa,medio,3,5,3d,alta,1.0,1.1,content,true,true,Fecha a segunda fase colonial com foco metropolitano.
HBR_019,Humanas,Historia do Brasil,Brasil Republica,Era Vargas,Estado Novo,Relacionar autoritarismo propaganda e centralizacao do Estado Novo,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a era Vargas antes do pos-guerra.
HBR_020,Humanas,Historia do Brasil,Brasil Republica,Ditadura Militar,Castelo Branco e Costa e Silva,Relacionar implantacao do regime militar e endurecimento institucional inicial,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da ditadura militar.
HBR_021,Humanas,Historia do Brasil,Brasil Republica,Ditadura Militar,Medici Geisel e Figueiredo,Relacionar auge repressivo crise economica e abertura politica do regime,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a trilha da ditadura militar.
HBR_022,Humanas,Historia do Brasil,Brasil Imperio,Segundo Reinado,Economia e sociedade do Segundo Reinado,Relacionar cafe modernizacao e transformacoes sociais do Segundo Reinado,medio,3,5,3d,alta,1.0,1.1,content,true,true,Complementa o auge imperial com foco socioeconomico.
HBR_023,Humanas,Historia do Brasil,Brasil Republica,Conflitos sociais,Revoltas urbanas e movimento operario,Relacionar Revolta da Vacina Revolta da Chibata e mobilizacao operaria,medio,3,5,4d,alta,1.0,1.1,content,true,true,Fecha a leitura dos conflitos sociais da Primeira Republica.
HBR_024,Humanas,Historia do Brasil,Brasil Republica,Republica Populista,Janio e Jango,Relacionar crise institucional populismo tardio e caminho para 1964,medio,3,5,4d,alta,1.0,1.1,content,true,true,Fecha a camada democratica do pos-1945.
HGE_021,Humanas,Historia Geral,Idade Moderna,Reformas Religiosas,Reformas Religiosas,Relacionar ruptura religiosa conflitos confessionais e reorganizacao da cristandade,medio,3,5,3d,alta,1.0,1.1,content,true,true,Completa a transicao religiosa da modernidade.
HGE_022,Humanas,Historia Geral,Idade Contemporanea,Revolucoes burguesas,Independencia dos EUA,Relacionar independencia das colonias inglesas e liberalismo politico atlantico,medio,3,5,3d,alta,1.0,1.1,content,true,true,Complementa a trilha das revolucoes burguesas.
HGE_023,Humanas,Historia Geral,Idade Contemporanea,Nacoes e imperios,Imperialismo e movimentos sociais,Relacionar expansionismo imperialista e tensoes sociais do mundo industrial,medio,3,5,4d,alta,1.0,1.1,content,true,true,Fecha a entrada do mundo industrial imperialista.
FIL_022,Humanas,Filosofia e Sociologia,Filosofia Moderna e Contemporanea,Sistemas filosoficos,Hegel e Marx,Relacionar dialetica historia e critica social na transicao para a contemporaneidade,medio,3,5,4d,alta,1.1,1.2,content,true,true,Completa a ponte dos grandes sistemas filosoficos.
FIL_023,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Crises da modernidade,Nietzsche,Relacionar critica da moral da verdade e do progresso no pensamento nietzschiano,medio,3,5,4d,media,1.0,1.1,content,true,true,Fecha a primeira camada filosofica contemporanea.
FIL_024,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Sujeito e existencia,Arendt e Walter Benjamin,Relacionar experiencia politica memoria e critica da modernidade no seculo XX,medio,3,5,4d,media,1.0,1.1,content,true,true,Complementa a camada filosofica do seculo XX.
FIL_025,Humanas,Filosofia e Sociologia,Filosofia Contemporanea,Poder e racionalidade,Rawls Jonas e filosofia da ciencia,Relacionar justica etica responsabilidade e ciencia no pensamento recente,medio,3,5,4d,media,1.0,1.1,content,true,true,Fecha a trilha filosofica contemporanea final.
INT_001,Linguagens,Interpretacao de Texto,Teoria da comunicacao,Texto verbal,Tema ideia central e inferencia local,Interpretar organizacao do texto verbal e localizar sentido explicito e inferencia imediata,medio,3,5,2d,alta,1.2,1.2,content,true,true,Entrada da interpretacao de texto.
INT_002,Linguagens,Interpretacao de Texto,Teoria da comunicacao,Variacoes da linguagem,Niveis e variacoes da linguagem,Relacionar registro variacao linguistica e adequacao comunicativa,medio,3,5,2d,alta,1.1,1.2,content,true,true,Complementa a leitura da comunicacao.
INT_003,Linguagens,Interpretacao de Texto,Linguagem verbal e nao verbal,Linguagem corporal,Linguagem corporal,Interpretar sentidos construidos por linguagem corporal e elementos visuais,medio,3,5,2d,media,1.0,1.1,content,true,true,Primeiro recorte de linguagem nao verbal.
INT_004,Linguagens,Interpretacao de Texto,Linguagem verbal e nao verbal,Linguagem mista,Tirinha cartaz anuncio e meme,Relacionar texto verbal e imagem na construcao de sentido em formatos recorrentes,medio,3,5,2d,alta,1.1,1.2,content,true,true,Ponte entre linguagem verbal e nao verbal.
INT_005,Linguagens,Interpretacao de Texto,Tipos e generos textuais,Generos textuais,Tipos textuais e genero discursivo,Reconhecer genero finalidade e organizacao textual,medio,3,5,3d,alta,1.2,1.2,content,true,true,No central de leitura textual.
INT_006,Linguagens,Interpretacao de Texto,Estilistica,Figuras de linguagem,Estilistica e figuras de linguagem,Interpretar efeitos de sentido produzidos por figuras de linguagem,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da estilistica aplicada.
INT_007,Linguagens,Interpretacao de Texto,Intertextualidade,Dialogo entre textos,Intertextualidade e interdiscursividade,Relacionar dialogo entre textos e vozes discursivas,medio,3,5,3d,alta,1.1,1.2,content,true,true,Amplia a leitura interpretativa.
INT_008,Linguagens,Interpretacao de Texto,Texto poetico,Leitura poetica,Texto poetico,Interpretar recursos expressivos e sentidos no texto poetico,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada da leitura poetica.
INT_009,Linguagens,Interpretacao de Texto,Coesao e coerencia,Coesao textual,Mecanismos de coesao textual,Interpretar articuladores retomadas e conexoes que sustentam a progressao do texto,medio,3,5,3d,alta,1.2,1.2,content,true,true,Fecha a base de compreensao textual.
